0 8 16
64 686 13
64 756 2
64 780 5
64 790 2
65 25 2
65 104 5
65 118 3
65 218 2
65 241 106
65 265 5
65 515 4
65 614 47
66 545 9
67 2 2
67 16 4
67 20 2
67 37 4
67 73 10
67 453 2
67 482 2
68 153 2
68 192 18
68 226 2
68 284 20
68 322 5
69 138 2
69 276 4215
69 466 3
69 529 2
69 572 3
69 768 5
70 109 6
70 431 4
70 608 3
70 646 168
70 648 4
70 672 91
71 1 3
71 264 2
71 409 3
71 700 5
72 8 2
72 37 30
72 65 24
72 280 6
72 437 3
72 533 28
72 961 44
73 39 4
73 640 4
73 999 2
74 548 26
74 768 3
74 1012 5
75 576 2
76 76 8
76 84 2
76 262 6
76 586 2
76 855 17
77 256 153
77 267 2
77 450 12
77 456 2
78 288 2
78 517 4
78 784 5
78 919 2
79 165 2
79 386 2
80 0 2
80 51 2
80 82 2
80 132 3
80 211 2
80 528 2
80 677 6
80 920 6
81 807 6
81 852 19
82 280 2
82 283 38
83 115 10
83 124 3
83 304 6515
83 617 2
83 784 148
84 64 2
84 74 18349
84 490 2
85 31 3
85 65 6
86 234 7
87 462 25
87 512 11
87 515 2
88 330 32
88 782 2
89 2 2
89 4 9
89 76 3
90 20 8
90 274 2
90 843 13
90 977 10
90 988 2
91 652 26
91 951 2
92 38 2
92 91 2
93 49 5
93 134 2
93 669 2
94 869 4
94 954 20
95 34 12
96 80 7
96 103 2
96 148 26
96 208 5
96 220 2
96 276 2
96 304 20
96 321 2
96 547 2
96 776 17
97 18 2
97 48 11
97 130 2
97 144 13
97 167 2
97 195 2
97 286 2
97 473 12
97 525 8400
98 14 14
98 352 2
98 401 2
98 671 2
98 928 6
99 134 61
100 768 20
101 124 9
101 161 39
101 392 2
101 599 6527
102 6 19
102 166 9
104 26 2
104 28 3
104 48 29
104 64 2
104 132 4
104 313 2
104 673 9
105 3 11
105 296 431
105 779 4
106 516 8
106 652 11
107 3 4
107 129 5
108 133 6
108 514 2
108 825 5
109 707 54
111 12 12
112 0 2
112 1 63
112 84 2
114 416 5
114 452 8
114 497 6
116 33 5
117 106 2
117 803 234
118 565 28
119 836 2
120 0 2
120 76 17
121 536 5
122 24 40
122 80 7
122 185 11
122 294 12
123 600 19
124 304 6
124 348 7
125 268 3
128 10 12
128 134 2
128 200 2
128 208 5
128 320 19
128 362 2
128 375 4
128 376 6
128 453 57
128 628 2
128 770 2
128 806 53
129 0 27
129 37 2
129 39 10
129 163 4
129 584 4
129 707 2
130 78 4
130 272 4
130 273 21
130 368 95
130 520 10
130 528 3
130 532 2
130 540 39
130 675 6
130 772 2
131 581 18
132 6 2
132 94 3
132 137 2
132 372 2
132 516 2
132 713 2
132 916 38
133 23 2
133 138 31
134 67 2
134 84 8
134 224 17
134 377 210
134 390 2
134 516 6
135 544 226
136 21 2
136 482 5
136 610 15
136 657 2
136 684 16
136 831 2
137 148 2
137 256 2
137 259 9
137 325 15
137 678 4
137 778 2
138 266 2
138 415 4
138 590 2
138 902 5
139 87 2
139 426 12
139 865 9
140 72 2
140 143 2
140 168 3
140 464 3
140 776 6
141 2 27
141 954 2
142 641 6
143 144 2
143 187 14
143 286 3
143 642 11
144 68 4
144 257 16
144 418 18
144 433 18
144 520 4
145 1 3
145 2 21
145 67 3
145 94 36
145 184 41
145 216 2
145 273 10
145 392 2
145 513 18
145 576 3
146 69 2
146 146 2
146 396 350
146 910 8
147 522 2
148 1 7
148 24 3
148 130 57
148 278 25
148 464 2
148 515 1134
148 912 48
149 20 2
149 649 11
150 141 8
150 160 4
150 656 333
151 102 3
151 132 2
151 207 4
151 250 12
153 26 3
153 151 2
153 171 2
153 592 4
153 598 2
153 833 21
153 961 2
156 133 7
156 521 3
156 814 30
157 404 14
158 104 8
159 526 53
160 34 2
160 81 117
160 144 2
160 644 6
160 801 3
161 21 5
161 40 31
161 326 25
161 376 5
161 524 2
161 576 5
161 717 661
161 898 2
162 160 34
162 290 2
162 306 2
162 517 2
163 361 28
163 601 4
164 34 2
164 38 6
164 87 5
164 217 2
164 264 7
164 280 2
164 329 2
164 481 42
164 636 2
164 646 26
165 141 2
165 397 10
167 104 4
167 289 23
167 384 5
167 456 2
167 712 647
168 52 15
168 67 13
168 98 10
168 480 2
169 25 2
169 72 2
169 351 3
169 514 2
171 810 5
172 8 2
172 569 636
172 664 2
174 493 4
174 582 5
175 863 6
176 137 4
176 270 33
176 824 2
176 916 9
176 932 2
177 128 7
177 280 2
177 560 2
177 611 2
177 744 22
178 144 2
178 797 5
179 429 102
180 19 2
180 152 15
180 600 4
180 973 3
181 331 248
181 768 3
181 964 2
182 300 18
182 728 329
184 161 3
184 664 2
185 391 2
187 800 7
188 4 2
192 43 15
192 52 2
192 72 79
192 388 3
192 392 3
192 536 148
192 713 7
192 898 2
192 904 2
192 999 7
193 8 37
193 28 2
193 120 2
193 131 2
193 162 11
193 375 2
193 422 8
193 775 6
194 321 2
194 592 16
194 677 75
196 81 7
196 286 3
196 377 8
197 61 5
197 100 6
197 297 7
197 611 8
197 769 5
198 812 2
200 445 2
200 577 2
200 924 10
201 39 2
201 98 20
201 140 34
202 11 5
203 654 2
204 6 6
204 520 29
205 457 13
206 80 2
206 530 2
208 88 18
208 534 2
209 55 2
209 513 23
209 564 2
211 4 8
212 34 29
212 69 14
212 112 33
212 262 4
212 285 7
212 673 14
213 64 2
214 585 2
216 66 2
216 138 2
216 792 24
218 86 2
219 389 89
220 176 19993
220 658 6
222 532 184
222 852 5
225 257 2
225 316 2
225 948 149
226 35 2
226 157 4
227 336 3
227 838 2
228 32 22
228 294 6
230 9 15
231 261 32
231 290 13
232 5 4
232 65 2
232 80 13
232 130 6
233 212 2
233 912 3
233 973 7
234 848 2
235 281 2
235 645 2
237 91 371
238 620 4
239 370 1329
239 560 48
240 18 2
240 66 15
240 799 2
240 914 3
241 206 3
241 245 7
242 156 19
244 356 2
244 932 37
245 705 7
246 64 206
247 626 3
248 0 2
248 290 17
248 557 2
248 902 48
250 46 19
256 1 2
256 5 3
256 68 4
256 69 4
256 160 2548
256 212 14
256 243 10
256 262 4
256 312 12
256 344 98
256 416 2
256 512 3
256 522 2
256 616 2
256 705 3
256 764 2
256 772 2
256 904 2
256 963 3
257 156 43
257 272 2
257 544 2
257 912 3
257 920 2
257 945 143
258 24 2
258 34 4
258 36 170
258 138 8
258 265 12
258 673 2
258 810 6
258 880 5
259 100 6
259 165 2
259 226 2
259 268 19
259 327 68
259 532 132
260 131 4
260 256 4
260 295 2
260 522 3
260 545 51
260 678 2
261 67 2
261 72 12
261 356 17
261 672 2
261 995 2
262 193 2
262 256 2
262 1013 22
264 1 5
264 4 106
264 296 2
264 320 122
264 568 7
265 264 3
265 339 2
265 632 7
266 11 10
266 272 2
266 326 7
266 336 9
267 523 2
267 581 12
268 12 2
268 34 3
268 177 2
268 524 8
268 577 15
269 444 2
270 73 2
270 532 2
270 642 168
272 41 137
272 162 23
272 208 3
272 259 2
272 554 2
272 640 6
272 684 5
272 899 2
273 47 3
273 693 5
273 809 2
273 903 3
274 98 2
274 334 2
275 4 3
275 16 2
275 116 6
275 133 2
275 401 117
275 485 11
275 512 435
276 288 7
276 392 2
276 394 2
276 538 13
276 628 16
276 661 5
277 27 2
277 128 8
277 385 11
280 36 4
280 82 2
280 600 2
281 101 42
282 576 2
282 717 2
282 787 5
283 35 2
284 835 2
285 104 2
286 12 5
286 624 2
286 832 4
287 448 2
287 802 26
288 47 9
288 50 3
288 132 14
288 224 83
288 292 2
288 341 20
288 545 2
289 156 9
289 345 3
289 468 2
289 472 2
289 648 2
289 753 6
289 788 2
290 0 4
290 258 9
290 328 8
290 388 2
291 32 15
291 610 528
291 768 3
292 162 2
292 593 2
293 256 3
293 960 2658
294 27 2
294 742 5
294 864 74
296 57 2
296 84 2
296 131 3
296 260 52
296 288 3
296 409 2
296 516 45
297 167 2
297 389 6
297 544 2
297 742 13
298 75 2
298 800 7
299 291 2
300 29 6
301 274 2
301 777 317
303 292 2
304 6 6
304 8 18
304 42 3
304 106 3
304 212 2
304 258 10
305 11 8
305 34 2
305 163 4
305 576 4
306 36 2
306 550 2
306 918 2
308 21 8
308 583 2
308 640 15
308 692 21
308 832 2
308 848 2
309 77 2
309 774 2
310 936 2
314 109 15
314 376 13
314 518 2
315 739 2
316 452 4
318 532 2
318 914 3
320 29 16
320 468 2
320 641 13
320 720 5
321 4 2
321 262 7
321 337 12
321 768 12
321 834 5
321 1008 7249
322 80 2
322 196 2
322 272 2
322 416 11
322 899 2
322 902 2
323 360 4
324 16 14
324 106 72
324 179 82
324 200 2
324 530 1216
325 6 2
325 74 7
325 720 48
326 11 3
326 16 3
326 32 103
326 116 10
326 280 10
327 675 15
327 698 2
328 853 9
329 35 2
329 258 4
329 836 7
330 8 4
330 204 2
331 512 35
332 456 2
332 643 2
334 265 14
335 83 2
335 391 2
336 18 2
336 576 9
336 632 2
337 352 3
337 768 2
337 833 2
338 33 2
338 169 2
339 42 2
340 0 25
340 106 9
340 704 5
340 763 2
341 576 4
342 15 2
342 272 7
343 475 2
344 188 144
345 32 5
345 728 2
345 992 10
346 89 2
347 11 3
347 149 302
347 296 2
348 128 57
348 395 2
349 12 4
352 409 11
352 419 2
352 514 8
352 680 2
352 794 6
352 860 2
353 138 128
353 389 2
353 684 4
354 30 3
354 288 3
354 836 4
354 969 2
355 634 19
357 433 40
357 641 7
358 3 2
358 168 441661
360 514 7
360 555 2
360 732 4
360 784 39
360 810 2
361 266 2
361 316 85
362 34 2
363 162 2
363 424 2
364 740 2
366 657 2
368 49 60
368 738 4
368 925 2
371 112 3
371 705 2
371 772 4
372 352 2
376 193 2
379 333 3
380 339 5
381 531 131
382 562 2
384 5 19
384 6 18
384 156 134
384 168 2
384 312 2
384 332 5
384 423 5
384 481 2
384 571 7
384 597 50
384 841 11
384 962 2
385 2 12
385 75 5
385 213 14
385 513 8
385 563 7
386 64 4
386 73 3
386 158 21
386 160 29
386 206 2
386 275 2
386 681 2
386 846 21
386 849 2
386 912 2
387 147 3
387 545 17
387 1016 2
388 332 91
389 596 2
390 566 6
391 461 2
391 800 2
392 38 2
392 336 5
392 553 15
392 674 9
393 461 3
393 577 2
394 80 2
394 211 2
395 4 2
395 647 314
396 6 2
396 454 13
396 536 2
396 546 114
396 777 2
396 915 9
396 960 5
397 305 2
397 518 350
398 943 2
399 9 5
400 10 35
400 144 38
400 712 3
401 16 2
401 58 19
401 284 5
401 673 2
402 68 3
402 80 2
402 769 89
403 98 5
404 209 98
404 298 2
405 160 6
406 928 2
408 66 2
408 405 12
409 66 2
409 417 2
409 888 11
411 20 2
412 6 9
414 932 2
416 292 2
416 531 187
417 577 2
418 16 5
419 62 2
419 844 6
420 114 2
420 424 2
420 538 412
421 400 4
422 736 19
423 384 2
423 651 3
424 481 3
425 261 10
425 776 10
426 644 62
427 580 3
428 32 7
428 194 974
428 620 4824
428 880 5
430 8 25
430 68 6
430 203 4
433 24 161
433 197 8
433 398 2
434 734 3
436 597 2
436 641 4
437 2 2
441 21 11
442 146 2
442 691 2
444 769 7
448 92 2
448 655 14
449 321 4369
450 450 2
452 136 2
452 488 2
452 512 2
452 513 10
453 368 2
453 661 2
454 9 30
454 437 5
454 634 8
454 782 3
455 640 5
456 105 2
456 367 3
456 376 2
456 774 2
458 101 6
458 743 13
460 197 3
460 462 2
460 566 2
461 625 4
461 901 2
462 516 2
462 641 65
463 916 3
464 265 6
464 928 5
465 761 2
465 902 3
467 300 39
469 425 6211
472 226 2
472 256 10
472 801 5
473 6 5
473 600 8
473 800 13
480 731 3
480 928 2
481 416 2
482 64 4
482 208 2
482 285 2
483 276 11
483 555 6
484 841 2
485 134 2
488 3 10
488 269 7
488 334 4
488 565 2
489 64 2
496 433 40
496 978 2
504 267 14
505 332 2
506 706 2
512 1 2
512 5 2
512 65 2
512 96 9
512 153 2
512 420 2
512 438 14
512 453 25
512 482 8
512 514 32
512 685 2
512 936 18
513 5 2384
513 42 2
513 47 6
513 65 2
513 100 2
513 112 2
513 304 7
513 340 3
513 548 10
513 644 2
514 11 9
514 401 14
514 452 8
514 522 2
514 572 2
515 93 31
515 157 2
515 273 3
515 598 2
516 33 19
516 69 2
516 357 5
516 442 8
516 582 7
516 605 2
516 785 11
517 0 2
517 3 141
517 8 7
517 34 5
517 132 9
517 177 39
517 233 2
517 525 2
517 534 175
517 768 2
518 0 2
518 41 3
518 66 6
519 517 3
519 944 3
520 296 304
520 328 15
520 436 2
520 785 2
520 812 2
520 896 12
521 81 10
521 131 2
521 229 2
521 450 3
521 560 2
521 609 10
522 1 17
522 234 16
522 652 11
523 650 85
524 159 2
524 173 8
524 520 5
525 134 3
525 820 3
526 548 2
526 776 2
527 36 2
527 713 2
528 33 18
528 36 2
528 97 2
528 144 24
528 156 124
528 171 8
528 344 4
528 406 17
528 580 5234
528 582 5
528 611 2
528 720 3
528 801 2
529 16 2
529 260 2
529 423 21
529 517 2
529 520 12
529 737 5
529 836 5
530 20 11
530 86 6
530 132 2
530 278 2243
530 325 444
530 522 31
530 696 2
532 11 29
532 134 10
532 292 4
532 550 2
532 853 12
533 5 2
533 37 9
533 787 11
534 6 10
534 425 24
534 928 3
535 10 2
536 10 26
536 244 2
536 412 2
536 687 27
536 902 2
537 99 7
537 138 2
537 257 3
537 478 4
540 481 2
541 344 15
541 793 16
544 6 218
544 21 72
544 24 19
544 151 2
544 160 7
544 401 3
544 416 5
544 429 15
544 536 17
544 542 8
544 551 2
544 597 5
544 718 44
545 209 2
545 520 2
545 914 2
546 2 2
546 4 11
546 263 9
546 650 2
546 758 2
546 900 2
547 265 2
547 427 67
548 141 2
548 169 2
548 512 11
548 577 53
548 586 2
549 68 6
549 146 2
549 530 2
549 647 9
550 36 34
550 649 18
550 800 5
551 4 30
551 40 7
551 89 25
552 136 66
552 656 2
552 932 2
553 36 93
553 102 2
553 933 10
554 4 5
554 137 2
555 52 4
555 418 2
556 409 37
557 15 21
557 370 58
557 400 2
557 512 3
557 557 2
557 770 5
557 938 2
559 557 13
560 18 91
560 96 7
560 104 2
560 168 366
560 354 2
561 10 11
561 444 92
561 521 2
561 786 523
561 993 3
562 162 9
562 977 19
562 992 10
563 20 2
563 410 17
564 28 4
564 656 2
564 659 12
566 4 2
566 44 2
566 132 3
567 793 2
569 385 10
569 522 2
571 100 2
571 457 2
572 36 2
572 64 56
572 257 9
573 797 9
573 886 2
574 18 2
574 533 2
574 696 8
576 4 15
576 5 14
576 19 7
576 133 42
576 172 2
576 193 11
576 325 4
576 371 2
576 525 5
576 547 6
576 607 5
577 72 4
577 222 3
577 236 2
577 292 7
577 401 9
577 577 20
577 661 45
577 997 2
578 26 2
578 96 5
578 136 11
578 554 2
578 572 57
579 80 1585
579 621 2
579 789 4
580 64 5
580 507 9
580 528 10
581 645 6
582 633 2
584 432 2
584 833 5
585 64 4
585 208 2
585 217 2
585 354 2
586 64 4
586 658 8
587 608 3
588 784 6
589 389 2
590 276 2
590 300 2
590 520 16
591 147 2
592 2 2
592 148 2
592 528 1457
592 566 2
592 585 2
592 856 2
593 429 8
595 58 29
595 557 11
596 11 16
596 91 60
596 154 64
596 385 390
597 387 2
599 569 48
600 562 8
600 575 33
601 335 6
601 431 2
602 480 3
604 913 2
604 1006 2
605 80 2
607 288 2
607 393 13
608 176 2
608 185 14
608 648 2
609 28 2
609 210 2
609 225 2
609 768 4
610 24 53
611 125 3
612 170 6
612 534 2
613 840 4
614 265 9
614 936 176
616 450 13
616 806 3
617 374 2
617 908 2
618 70 2
618 1004 2
619 76 2
619 140 16
619 231 2
623 1000 3
624 579 2
625 261 56
625 530 2
626 104 2
626 114 2
626 528 2
627 3 280
627 418 11
627 769 2
629 446 20
629 528 2
631 24 641
632 18 2
635 546 19
637 73 17
638 161 5
640 4 2
640 6 22
640 16 3
640 160 15
640 181 15
640 246 16
640 258 2
640 369 171
640 467 2
640 525 13
640 584 3
640 659 18
640 938 24
640 952 3
642 562 8
643 73 15
643 775 12
644 48 2
644 387 2
644 660 78493
644 756 2
644 769 3
645 4 10
645 25 2
645 548 83
645 963 4
646 388 2
648 76 36235
648 98 15
648 210 2
648 301 5
648 369 2
648 512 2
648 769 3
649 4 2
649 48 4
650 108 43
650 216 44
650 953 7
651 290 18
652 257 3
654 129 6
654 565 194
655 761 5
656 3 2
656 259 12
656 278 15
656 370 3
657 79 6
657 201 2
658 26 7
658 226 22
658 640 54
660 36 2
660 52 7
660 69 24
660 85 15
660 648 3
661 244 3
661 608 21
662 374 2
664 16 60
664 781 3
665 260 27
666 66 9
668 163 18
668 464 6
668 749 2
672 1 2
672 64 2
672 129 2
672 514 2
672 608 8
673 656 9
674 259 14
674 288 44
674 401 2
675 257 9628
675 470 2
676 52 34
677 121 34
677 641 7
678 237 2
679 556 5
680 20 11
680 105 3
680 540 5
681 6 22
681 33 6
682 14 2
682 156 2
684 1008 4
686 426 8
688 385 332
689 80 5
690 110 2
691 12 2
692 260 34
693 397 4
693 522 2
694 6 6
694 976 3
695 585 47
696 885 2
700 18 5
700 864 3
701 34 2
701 941 2
704 34 2
704 76 4
704 135 3
704 292 2
704 370 319
704 514 67
704 673 2
705 596 250
705 854 3
706 17 4
706 161 7
706 460 13
706 732 4
708 108 3
709 325 12
709 354 2
709 843 2
710 2 3
711 19 4
712 35 20
712 141 2
712 294 12
712 862 2
713 593 2
713 837 2
716 98 14
716 339 2
716 649 11
716 842 5
719 512 395
720 7 121
720 803 53
721 0 5
721 104 5
721 323 2
721 584 10
722 82 2
722 100 2
722 104 2
722 146 4
722 258 74
722 393 2
722 398 5
722 464 12
723 142 4
724 20 8
724 596 2
725 44 10
725 65 2
726 322 3
727 200 2
728 227 2
728 712 2
729 578 7
732 834 7
736 24 3
737 64 28
737 288 2
738 970 9
740 235 2
740 778 2
741 45 2
743 787 2
744 124 2
745 63 8
746 386 7
746 536 48
751 506 2
752 261 5
752 494 16
752 786 2
760 40 3
760 220 5
760 257 2
760 300 9
768 68 4
768 226 32
768 326 2
768 502 2
768 666 2
768 738 2
769 34 233
769 350 2
770 67 7
770 256 175
770 515 9
770 663 2
771 793 2
771 800 9
772 0 5
772 32 2
772 130 2
773 1 2
774 936 14
775 48 2
775 921 69
776 101 6
776 155 2
776 586 2
776 697 22
777 6 7
777 84 66
777 200 4
777 318 2
777 539 40
777 554 2
777 608 2
777 641 42
778 330 12
778 389 2
778 707 5
780 14 4
780 16 2
780 193 3
780 552 3
780 707 2
780 901 19
781 222 4
782 226 5
782 405 2
784 1 66
784 514 26
784 549 2
784 569 16
784 604 11
784 634 109
784 841 583
785 45 12
785 257 33
786 142 2
786 521 585
786 576 2
787 199 2
788 25 3
788 332 7
792 274 15
792 540 2
793 52 8
793 498 13
793 628 2
795 422 2
800 9 45
800 73 6
800 97 6
800 824 2
801 34 13
801 312 6
801 592 2
802 660 6
802 769 3
804 0 2
804 104 2
804 337 9
805 387 5
805 781 2
806 43 9
806 232 2
806 326 5
806 480 2322
808 526 69
808 777 2
808 937 2
810 17 2
810 394 5
810 416 11
814 161 2
814 264 12
814 523 16
814 905 30
816 18 2
816 24 17
817 784 9
818 253 2
819 69 10
819 538 2
821 236 2
822 211 2
824 392 19
824 978 10
830 356 2
832 16 17
832 21 11
832 30 34
832 43 2
832 328 6
832 427 2
834 0 2
834 32 12
834 67 3
834 148 7
834 912 20
835 264 2
835 392 7
835 583 5
836 388 2
836 485 2
838 785 6
839 21 2
840 96 5
840 106 2
840 545 3
840 800 2
841 370 5
842 132 5
842 200 2
843 939 2
845 624 2
848 90 2
848 188 2
848 313 5
849 792 6
849 1018 9
850 776 6
851 195 29
852 2 4
852 64 31
852 72 8
852 824 8
856 866 11
857 42 6
863 516 6
864 786 2
866 260 2
867 998 32
868 332 5
870 6 2
870 68 12
872 32 2
872 50 8
872 165 4
873 9 63
874 360 2
875 164 2
878 258 2
880 611 4
882 42 33
882 591 4
882 778 13
884 802 83
885 601 2
894 392 73
895 603 2
896 868 2
897 39 2
897 115 3
897 523 5
897 1002 2
898 336 89
898 699 3
899 537 6
899 736 19
900 162 3242
900 313 10
902 131 3
902 420 17
903 339 2
904 231 2
904 888 3
904 929 6
905 196 2
905 248 6808
905 540 2
905 572 3
906 137 5
906 328 26
907 276 11
908 456 2
911 5 7
911 896 30
912 2 7
912 129 32
912 388 2
914 216 2
914 669 53
914 776 9
914 968 5
915 431 6
916 777 2
917 560 2
917 912 2
918 0 2
920 200 9
921 272 2
921 320 3
922 8 2
924 33 2
924 196 16
927 190 3
928 516 334
929 10 5
929 257 3
929 316 2
930 547 2
930 720 2
931 230 6
932 274 7
932 783 71
933 657 2
934 94 2
938 261 85673
938 316 53
938 552 72
940 512 2
941 771 2
944 756 12
945 456 6532
946 205 4
947 568 2
948 9 2
952 37 2
953 905 27
956 846 5
958 844 2
960 358 5
961 131 2
961 291 23
961 481 21
963 130 2
966 29 3
966 192 2
966 197 18
966 555 2
968 51 63
968 352 16
968 360 3
969 313 2
969 769 2
970 180 2
971 566 131
975 205 2
976 321 3
976 779 2
977 22 6
977 34 129
978 817 735
984 324 2
985 268 2
986 772 2
987 962 2
988 366 137
990 35 6
996 36 109
996 836 10
998 127 2
1001 286 2
1002 652 6
1002 912 2
1004 129 2
1011 36 2
1013 316 2
1018 358 2
1020 371 2
1021 643 27
