0 4 8
112 165 2
114 68 2
114 416 3
114 452 10
114 872 2
116 33 65
117 106 2
117 803 9
118 565 141478
119 446 26
119 836 90
120 0 2
120 76 5
121 536 330
122 24 2
123 600 2
124 304 4
124 348 12
125 268 12
128 10 6
128 58 29
128 208 18
128 320 3
128 362 2
128 375 2
128 376 14
128 453 829
128 628 2
128 770 2
128 806 3
129 0 2
129 39 2
129 88 2
129 163 6
129 584 2
129 707 2
130 78 33
130 273 7570
130 368 2
130 520 31
130 528 4
130 532 13
130 540 7
130 675 6
130 772 2
131 581 40
132 17 2
132 94 2
132 137 1412
132 516 2
132 713 7
132 916 2
132 957 2
133 23 702
133 138 2
134 67 2
134 224 12
134 377 3
134 390 16
134 516 117
134 768 17
135 544 386
136 21 12
136 39 25
136 160 7
136 482 7
136 610 28
136 657 3
136 684 2
137 148 8
137 325 7
137 678 9
137 778 2
138 266 2
138 415 55
138 590 5
138 902 5
139 426 2
139 865 25
140 72 9
140 135 2
140 143 4
140 464 4
140 724 2
140 776 21
141 2 9
141 521 5
141 954 2
143 116 2
143 286 2
143 642 1217
144 18 4
144 68 931
144 248 10
144 257 2
144 418 2
144 433 25
144 520 2
144 800 4
145 1 2
145 67 2
145 94 6
145 184 2
145 216 780
145 273 2
145 576 68628
146 69 2
146 910 182
147 513 36
147 522 2
148 1 7
148 24 2
148 130 2
148 139 2
148 146 137
148 278 2
148 464 2
148 515 9
148 912 5
149 20 136
149 633 3
149 649 5
150 141 50
150 160 2
150 656 2
151 102 5
151 250 6
153 26 2
153 151 2
153 171 8
153 592 2
153 598 21
153 833 2
153 961 6
156 54 2
156 133 12
156 521 2
156 814 18
157 404 2
160 34 533
160 81 2
160 144 2
160 644 7
160 801 10
161 21 24
161 40 6
161 326 253
161 376 2
161 524 11
161 576 4
161 898 11
162 160 9
162 290 2
162 306 19
163 227 2
163 601 6
164 34 2
164 38 6
164 87 28
164 217 30
164 264 31
164 280 43
164 481 5
164 636 2
164 646 2
165 141 2
165 397 6
166 686 2
167 104 4
167 384 3
167 712 13
168 52 2
168 67 2
168 68 6
168 98 3
168 480 19
169 25 2
169 72 7
169 351 6
169 514 2
171 144 2
172 8 6
172 32 6846
172 569 2
172 664 3
173 261 4
174 493 22
174 582 3
175 863 2
176 32 18
176 137 3
176 270 9
176 864 4
177 560 2
177 611 2
178 100 2
178 144 6
178 580 3
178 797 19
179 429 2
180 19 8
180 600 10
180 973 2
181 331 2
181 768 2
181 964 897
182 300 3
182 728 3
184 141 17
184 161 2
184 664 3
185 5 83
185 42 2
185 391 8
186 582 16
187 800 2
188 4 108
188 199 4
192 43 2
192 52 664
192 72 10
192 388 2
192 392 195
192 524 17
192 536 7
192 713 2
192 898 2
192 904 14
192 999 2
193 8 2
193 131 2
193 162 18
193 375 17
193 422 6
193 775 2
194 592 4
196 377 2
197 61 4
197 100 11
197 297 56
197 592 7
197 611 18
197 769 7
200 445 2
200 577 2
200 924 543
201 39 41
201 98 2
201 140 2
202 11 7
203 654 2
204 6 3
204 520 4
205 457 9
206 80 7
206 530 2
208 14 2
208 88 27
209 513 28
209 564 8
210 1 149
210 882 3
211 4 3
212 34 2
212 69 6
212 112 2
212 262 21
212 285 4
214 369 3442
214 585 2
216 66 2
216 138 7
216 792 43
217 923 6
219 389 2
220 658 4
222 532 4
222 852 2
225 257 147
225 316 9
225 948 14
226 157 2
227 336 2
227 592 2
227 838 2
228 32 4
228 294 2
230 9 2
231 261 4
231 290 2
232 5 5
232 65 4
232 80 6
232 130 2
232 480 7
233 212 11
233 912 26
234 917 4
235 281 4
235 645 2
238 642 2
239 370 3
239 560 7
240 18 2
240 799 13
240 914 3
241 206 14
241 245 2
244 356 5
244 932 18
245 705 2
246 64 479
248 0 3
248 290 4
248 557 110
248 902 2
250 46 17
253 636 4
256 1 1455
256 4 7
256 68 2
256 69 7
256 97 5
256 160 2
256 262 2
256 312 32
256 344 2
256 416 14
256 512 54
256 522 25
256 616 6
256 705 2
256 764 2
256 772 733
256 904 10
256 963 3
256 992 4
257 0 2
257 156 2
257 268 2
257 272 2
257 544 7
257 806 70
257 912 2
257 920 2
257 945 2
258 36 2
258 138 11
258 265 2
258 673 2
258 810 3
258 880 2
259 100 4
259 165 2
259 226 2
259 268 73
259 327 2
260 295 10
260 522 2
260 545 2
260 678 2
260 978 2027
261 67 34
261 356 2
261 672 2914
261 995 10
262 32 5
262 134 18
262 193 8
262 256 28
262 906 5
262 1013 18
264 1 3
264 4 5
264 296 2
264 320 40
264 568 2
265 264 41
265 339 44
265 632 2
266 11 2
266 56 4
266 242 5
266 272 6
266 326 18
266 336 2
266 504 8
268 34 2
268 177 2
268 192 56
268 512 6
268 524 11
268 577 42
269 444 7
269 640 2
270 73 15
270 532 2
270 642 10
272 41 2
272 162 51
272 208 126
272 225 5
272 234 777
272 259 2
272 280 10
272 378 12
272 520 2
272 554 10
272 640 2
272 684 11
272 899 3
273 581 2
273 809 2
274 98 5
274 334 10
275 4 2
275 16 2
275 116 2
275 133 2
275 485 6
275 512 2
276 288 2
276 394 2
276 538 4
276 628 19
276 661 2
277 8 2
277 27 7
277 128 2
277 385 12
278 258 20
279 18 3
279 901 12
280 600 3
281 101 53
282 136 7
282 576 3
282 717 5
282 787 4
283 514 2
284 835 7
285 104 3
286 12 54
286 624 8
286 832 2
287 448 25
288 47 5
288 50 2
288 132 7
288 224 4
288 292 13
288 341 75
288 545 14
288 776 18
289 36 5
289 156 6
289 345 11
289 468 2
289 472 2
289 648 8
289 753 4
289 788 2
290 0 4
290 258 2
290 328 460
290 388 2
291 32 2
291 610 2
291 768 2
292 7 2
292 19 4
292 134 2
292 162 115
292 524 43
292 593 215
293 256 2
293 960 8
294 27 4
294 742 3
294 864 2
296 57 2
296 84 5
296 131 4
296 231 38
296 260 2
296 288 3
296 336 2
296 409 10
296 516 6
297 167 2
297 325 2288
297 544 4
297 742 2
298 75 402
298 800 18
299 291 13
300 29 64
300 140 39
301 777 12
303 292 2
304 8 2
304 42 3
304 63 8
304 212 2
304 258 15
305 11 2
305 34 3
305 163 2
305 576 2
306 36 3
306 918 827
307 514 3
308 21 2
308 583 6
308 640 2
308 692 2
308 832 2
308 848 10
309 77 6
309 774 2
310 936 2
314 109 2
314 156 22
314 376 2
314 518 4
315 739 19
316 452 45
318 532 132
318 914 2
320 29 2
320 315 2
320 407 16
320 428 13
320 468 2
320 641 3
320 720 26
321 4 2
321 262 2
321 768 5
321 834 20
321 1008 12
322 0 211
322 272 7
322 416 5
322 899 14
323 360 5
323 515 3
324 16 2
324 106 2
324 179 10
324 200 14
324 513 210
324 530 10
325 74 2
325 145 2
325 192 3
325 720 8
326 11 2
326 32 7
326 116 2
326 280 2
327 675 6
327 698 2
328 45 4
329 35 2
329 258 3
329 836 6
330 8 11
330 204 2
331 512 10
332 456 2
332 643 3
334 265 6
334 288 2
335 83 2
335 391 15
336 18 7
336 100 3
336 576 2
336 632 2
337 352 5
337 768 2
337 833 4
338 33 4
338 160 2
338 169 2
340 0 3
340 106 2
340 704 48
341 576 2
342 15 17
342 168 2
342 272 2
342 536 1660
343 475 5
344 188 38
344 676 2
346 11 15
346 89 4
347 11 13
347 149 3
347 313 6
348 128 6
348 395 43
349 12 7
352 409 2
352 419 2
352 514 2
352 680 526
352 794 3
352 860 2
353 138 7
353 389 17
353 684 2
354 25 2
354 30 5
354 836 2
354 969 3
355 134 2
355 634 2
356 800 5
357 433 9
357 641 5
358 3 3
358 168 2
358 197 2
360 514 7
360 555 2
360 732 3
360 784 12
360 810 2
361 316 27
362 34 2
363 162 2
366 657 16
368 49 5
368 925 6
371 112 6
371 705 15
372 352 2
375 77 96
379 333 11
380 339 7
381 531 7
382 562 2
384 6 2
384 156 3
384 168 3
384 312 2
384 332 59
384 423 6
384 457 2
384 481 2
384 531 2
384 597 13
384 692 4
384 841 2
384 962 2
385 2 2
385 75 11
385 213 7
385 214 2
385 563 8
386 64 13
386 73 2
386 158 2
386 160 2
386 206 2
386 275 2
386 681 31
386 849 10
386 912 9
387 297 2
387 1016 4
388 332 3
389 596 3
390 566 7
391 8 27
391 461 10
392 38 7
392 336 3
392 674 2
393 577 4
394 80 2
394 590 2
395 4 6
395 558 4
395 647 2
396 6 7
396 546 4
396 777 2
396 915 86
396 960 17
397 132 2
397 305 6
397 518 2
398 943 7
399 9 132
400 10 11
400 21 2
400 144 2
400 712 2
401 58 22
401 277 2
401 284 8
401 673 4
401 932 3
402 68 16
402 80 2
402 769 4
403 98 2
404 209 8
404 298 5
406 677 2
408 66 346
408 405 18
408 576 2
409 66 2
409 105 7
409 417 4
409 888 2
410 520 2
411 20 2
412 6 2
413 640 2
414 932 2
416 52 17
416 279 2
416 292 2
416 531 3
416 832 5
417 577 2
418 16 7
419 7 7
419 62 2
419 844 56
420 32 5
420 288 5
420 424 2
420 538 35
420 545 2
421 400 11
422 736 2
423 384 2
423 651 41
424 481 2
425 161 7
425 261 2
425 746 29
425 776 288
426 644 3
427 580 23
428 32 2
428 194 2
428 620 2
428 880 7
430 8 2
430 68 3
430 203 2
433 197 2
433 398 2
434 734 11
436 641 16
437 2 3
441 21 2
442 146 2
442 691 18
444 769 2
444 801 4
448 92 2
448 513 5
448 655 25378
449 321 730
450 450 13
452 48 2
452 136 4
452 512 2
452 513 34
453 368 2
453 661 91
454 437 70
454 634 2
455 640 2
456 367 20
456 376 2
456 774 2
457 906 2
458 101 7
458 743 7
460 197 4
460 462 5
460 566 8
461 901 2
462 516 11
462 641 22
463 916 3
464 928 15
465 531 94
465 902 2
467 211 3
467 300 77
470 713 7
472 256 2
473 6 199
473 600 2
473 800 2
476 775 6
480 0 6
480 665 1288
480 731 730
480 928 2
481 288 9
481 416 9
482 64 8
482 208 2
482 285 7
483 276 10
483 555 8
484 841 2
485 134 3
488 3 5
488 269 12
488 334 4
488 565 2
489 64 9
491 112 20
496 433 2
496 978 4
501 519 2
505 332 31
506 706 31
512 1 2
512 5 9
512 52 2
512 65 2
512 96 3
512 153 3
512 173 410
512 266 15
512 420 235
512 438 11
512 453 75
512 482 4
512 514 5
512 522 2
512 685 2
512 936 2
513 5 2
513 42 4
513 47 2
513 65 14
513 100 2
513 112 9
513 304 5
513 340 12
513 548 363
513 644 2
514 4 2
514 11 4
514 160 3
514 401 13
514 522 7
514 572 3
514 780 4
515 93 2
515 157 7
515 273 8
516 33 45
516 69 8
516 72 5
516 169 8926
516 357 346
516 582 3242
516 605 7
516 785 3
517 0 2
517 3 3
517 8 11
517 34 2
517 132 5
517 177 5
517 233 3
517 281 2
517 525 35
517 672 3
517 676 4
517 768 3
518 0 3
518 41 2
518 66 94
519 944 13
519 967 26
520 9 2
520 94 2
520 164 3
520 296 2
520 328 2
520 436 2
520 785 25
520 812 2
520 896 12
521 81 9
521 131 2
521 229 2
521 450 2
521 554 9
521 560 8
522 1 22
522 121 2
522 549 2
524 159 309
524 173 34
524 520 8
525 820 6
526 548 5
526 776 2
527 36 330
527 713 2
528 10 2
528 33 4
528 36 3
528 97 2
528 344 6
528 406 6
528 580 2
528 582 48
528 611 16
528 720 2
528 801 7
529 16 4
529 148 3
529 260 12
529 517 12
529 737 12
529 836 5
530 20 7
530 86 2
530 278 2
530 325 51
530 522 53
530 696 16
532 134 6
532 292 2
532 550 2
532 853 5
533 5 7
533 787 2
534 6 3
534 425 11
534 786 4
534 928 7
535 10 60
536 10 9
536 244 83
536 412 9
536 687 6
536 902 2
537 99 11
537 138 9
537 257 3
538 74 4
538 84 10
538 820 2
540 256 18
540 481 10
541 344 2
541 793 16
544 6 2
544 21 2
544 24 93
544 401 7
544 429 3
544 542 1204
544 551 6
544 597 5
544 718 2
545 209 135
545 226 4
545 520 12
545 743 2
546 4 2
546 263 5
546 612 4
546 650 2
546 758 15
546 900 2
547 265 4
547 427 2
547 577 6
548 141 5
548 169 5
548 577 3
548 586 13
549 146 2
549 647 24
550 36 2
550 800 60
551 40 3
552 136 4
552 640 7
552 656 2
552 932 5
553 36 8
553 102 25
553 933 7
554 4 8
554 137 2
554 296 9
555 52 2
555 418 2
556 409 3
557 6 2
557 400 4
557 512 5
557 557 2
557 770 40
559 557 13
560 18 34
560 96 8
560 104 2
561 10 2
561 521 6
561 786 2
561 993 3
562 977 221
562 992 2
564 28 3
564 656 2
564 659 4
566 4 55
566 44 93
566 132 14
567 793 8
569 385 7
569 522 12
571 100 18
571 457 2
572 36 32
572 64 2
572 257 2
572 370 5
573 797 11
573 886 8
574 18 2
574 533 5
574 696 2
576 4 2
576 5 8
576 19 16
576 48 2
576 76 3
576 133 2
576 172 6
576 193 2
576 228 2
576 325 2
576 371 14
576 525 3
576 607 14
577 72 44
577 222 19
577 236 3
577 292 4
577 401 21
577 577 3
577 661 2
578 96 19
578 120 2
578 136 8
578 554 4
578 572 2
578 575 2
579 80 179
579 136 2
579 621 284
579 789 14
580 64 24
580 507 4
580 528 3
580 598 22
581 645 2
582 633 10
584 833 37
585 64 2
585 208 4
585 217 19
585 354 2
585 389 28287
586 64 14
586 530 12
587 608 7
588 784 3
589 389 3
590 276 15
590 300 2
590 520 2
590 788 14
591 147 8
592 2 31
592 322 4
592 528 2
592 585 2
592 856 9
593 429 2
595 58 2
595 557 12
596 33 237
596 91 3
596 385 2
597 387 12
599 569 8
600 115 2
600 562 2
600 573 25
600 575 11
601 335 16
601 431 7
602 480 2
604 913 4
605 80 2
606 807 2
607 288 111
607 393 58
608 176 6
608 185 2
608 522 23
608 576 12
608 648 14
609 28 2
609 210 16
609 768 2
611 125 6
612 534 6
613 840 2
614 265 2
614 936 4
616 450 17
617 908 5
618 70 2
618 1004 2
619 76 3
619 140 3
621 293 4
623 1000 20
624 579 120
625 5 2
625 261 2
625 530 2
626 8 29
626 104 6
626 114 6
626 528 5
626 608 88104
627 3 195
627 418 2
627 977 10
628 76 4
629 446 3
629 528 2
631 24 7
632 18 31
633 812 2
635 546 2
638 161 2
640 4 8
640 6 2
640 16 25
640 181 67
640 246 2
640 258 2
640 369 16
640 421 81
640 467 4
640 525 8
640 584 2
640 659 2
640 938 37
640 952 11
642 512 5
642 562 2
642 724 2
643 775 2
644 387 10
644 660 40
644 756 3
644 769 3
645 4 2
645 25 4
645 963 4
646 289 8
646 388 6
648 76 2
648 98 52921
648 210 4
648 369 2
648 512 8
648 769 3
649 4 2
649 48 48
650 108 26
650 216 14
650 953 66
651 290 2
652 257 2
652 594 2
654 565 12
655 384 14
655 761 3
656 3 2
656 259 21
656 278 2
656 370 5
657 79 8
657 201 2
658 10 3
658 26 10
658 640 196
660 36 24
660 52 2
660 69 5
660 85 3
660 648 7
661 244 4
661 608 4
662 374 2
664 16 3
664 205 4
664 539 162685
664 781 25
665 3 12
665 260 10
666 66 21
667 587 2
668 163 2
668 464 131
668 749 4
670 515 2
672 1 4
672 64 16
672 608 2
672 717 8
673 104 2
673 656 2
674 259 8609
674 401 3
674 672 2
675 257 2
675 470 10
676 52 5
677 121 2
677 641 4
678 237 82
679 556 2
680 20 5
680 39 2
680 105 6
680 450 5
680 540 3
681 33 2
684 1008 4
686 426 2
686 593 5
689 80 2
690 110 2
691 12 9
692 260 2
692 914 55
693 397 5
693 522 2
694 6 2
694 768 2
694 931 13
694 976 2
695 517 2
695 585 48
696 885 6
697 710 5
700 18 2
700 229 2
700 864 15
701 34 4
701 941 39
704 34 3
704 76 167
704 135 2
704 292 2
704 514 2
705 596 3
705 854 2
706 17 2
706 460 10
706 732 3
708 108 3
709 325 85
709 354 100
709 644 2
709 843 12
710 2 2
711 19 3
712 35 2
712 141 2
712 294 378
712 862 2
713 593 4
713 837 2
716 98 13
716 339 2
716 842 87
719 512 6
721 104 7
721 170 12
721 323 15
721 584 2
722 82 68
722 100 2
722 104 2
722 258 4
722 393 4
722 398 41
723 142 27
724 20 2
724 596 27
725 44 2
725 65 2
726 322 2
727 200 17
728 227 2
728 350 3
728 712 11
729 578 22
730 332 2
736 24 10
737 64 2
737 288 6
737 610 2
738 970 2
740 235 2
740 778 3
740 801 2
741 45 1335
741 260 2
742 97 2
743 787 6
744 124 158
744 280 5
744 762 12
745 63 2
746 386 14
751 506 2
752 261 3
752 494 2
752 786 2
754 32 9
759 130 6
760 220 13
760 257 4
760 300 33
761 435 32
763 668 272
765 513 4
768 68 2
768 226 8
768 326 8
768 502 6
768 608 1599
768 666 4
768 736 25
768 738 3
768 926 2
769 34 233
769 277 4
769 350 2
769 640 4
769 773 2
770 67 141
770 211 21
770 515 7
770 663 2
771 128 6
771 793 10
771 800 8
772 0 2
772 32 3
772 130 8
773 1 927
774 8 16
774 936 2
775 48 2
775 921 2
776 101 9
776 155 22
776 586 2
777 84 16
777 200 7
777 318 2
777 539 3
777 554 2
777 608 2
777 641 522
778 330 2
778 389 2
778 707 2
780 14 5
780 16 3
780 193 11
780 552 3127
780 707 15
781 222 2
781 496 50
782 226 13
782 405 5
784 1 15
784 514 2
784 549 2
784 634 4
784 841 5
785 45 8
785 257 2
786 521 2
786 576 2
786 914 2
788 25 19
788 324 2
788 332 19
792 16 2
792 274 14
792 540 10
792 594 2
793 52 7
793 628 2
795 422 28
795 661 9
798 776 5
800 9 21
800 45 11
800 73 21
800 97 4
800 133 2
800 824 3
801 34 2
801 592 6
801 642 11
802 660 7
804 0 3
804 104 2
804 337 2
804 433 2
804 779 2
805 387 10
805 781 2
806 43 12
806 134 742
806 232 2
806 480 2
808 302 3
808 526 2
808 945 2
810 17 8
810 416 4
812 778 25
814 161 4
814 264 4
814 523 2
816 18 5
817 784 4
818 253 3
819 538 2
821 236 14
822 211 2
824 392 19
824 609 3
824 978 2
832 21 2
832 30 5
832 43 22
832 281 2
832 304 184
832 328 10
832 427 20
832 518 3
832 548 2
833 147 3
833 999 2
834 0 2
834 32 2
834 104 3
834 148 2
834 912 2
835 264 33
835 392 2
835 583 265
836 388 2
836 485 7
838 785 3
839 21 28
840 96 4
840 545 4
840 800 32
841 32 8
841 370 2
842 200 162
843 939 161
845 561 21
845 624 2
848 90 2
848 313 7
848 391 3
848 899 7
849 792 2
849 1018 8
850 308 18
850 776 3
851 195 2
852 2 6
852 64 4
852 72 18
852 824 2
854 681 85
856 256 6
856 866 4
857 42 25
862 130 2
863 516 2
864 23 3
864 786 27
866 260 12
867 998 3
868 332 17
870 6 13
870 68 16
871 264 3
872 32 2
872 50 5
872 165 3
873 9 2
874 360 2
875 164 2
878 258 3
880 611 2
882 42 285
885 601 3
895 603 2
896 330 3
896 868 461
897 39 3
897 115 2
897 523 2
897 1002 3
898 336 7
898 699 384
899 537 2
899 736 2
900 4 2
900 162 6
902 420 9
903 339 2
904 231 2
904 888 5
904 929 2
905 12 101
905 196 3
905 248 2
905 540 27
906 137 245
906 194 4
906 210 2
906 328 3
907 276 8
908 456 13
910 614 2
911 5 150
912 2 2
912 85 3
912 129 6
912 388 2
914 216 2
914 669 7
914 968 11
916 742 2
916 777 5
917 560 5
918 0 2
920 200 15
921 272 2
921 320 7
922 8 2
922 784 3
924 33 8
928 64 10
928 384 36
928 518 6
929 257 10669
929 316 77
930 547 32
930 720 7
931 230 2
931 657 10
932 783 8
933 657 2
934 94 174
938 261 21
938 316 2
938 552 2
940 512 7
941 771 2
945 456 3
947 568 2
948 9 4
953 905 4
954 22 77
956 846 5
958 844 6
960 358 2
961 131 2
961 333 3
961 472 2
961 481 2
965 937 2
966 29 4
966 192 84
966 555 5
968 51 100
968 360 2
969 313 2
969 769 2
970 180 2
975 205 4
976 321 4
976 779 2
977 22 5
977 34 2
977 549 25
986 772 122
987 962 26
988 366 2
996 36 5
996 836 5
998 127 6
998 179 7
1000 260 98
1001 286 5
1002 652 6
1003 684 2
1011 36 4
1013 316 2
1020 385 2
1021 643 2
