0 4 8
74 1012 2
75 259 2
75 576 2
76 76 3
76 133 4
76 262 2
76 586 7
76 855 2
77 256 4
77 267 10
77 450 1124
77 456 122793
78 288 2
78 517 2
78 784 7
79 386 30
80 0 6
80 51 16
80 82 425
80 132 5
80 211 135
80 528 10
80 677 2
80 920 176
81 807 2
81 852 2
82 280 19
82 283 4
83 115 2
83 124 2
83 304 4
83 617 34
84 64 2
84 74 4
84 216 4
84 490 2
85 31 13
86 234 11
86 524 2
87 353 4
87 462 6
87 515 3
88 782 2
89 2 2
89 4 2
89 76 88
90 20 10
90 274 28
90 843 2
90 977 4
90 988 5
91 154 2
91 652 25
91 951 2
92 38 2
92 91 2
93 134 2
93 669 26
94 869 12
94 954 2
95 20 13
95 34 10
96 32 2
96 80 6
96 148 2
96 208 19
96 220 2
96 276 7
96 321 5
96 547 4
96 776 7
97 130 2
97 144 2
97 195 3
97 286 3
97 525 2
98 14 2
98 352 4
98 401 5
98 671 18
98 928 7
99 117 2
99 249 19
100 294 13
100 752 25
100 768 5
100 901 10
101 124 2
101 161 2
101 169 4
101 392 13
101 599 2
102 6 7
102 78 6
102 166 48
102 264 81
103 704 2
104 26 22
104 28 2
104 48 222
104 64 4
104 132 18
104 313 15
104 512 8
105 3 3
105 296 2
106 516 30
107 3 2
107 129 69
108 133 2
108 514 2
109 707 2
112 0 2
112 1 24
112 28 8
112 84 2
112 165 2
112 776 2
114 68 4
114 416 48
114 452 2
114 497 12
114 872 247
116 33 611
117 106 2
118 565 4
119 446 6
119 836 23
120 76 6
121 536 3
122 80 2
122 294 3
123 600 5
124 304 13
124 348 8
125 268 35
128 10 7
128 58 225
128 134 2
128 200 12
128 208 5
128 320 143
128 362 12
128 375 8
128 376 3
128 433 9
128 453 4
128 628 7
128 770 9
128 806 11
129 0 1272
129 10 4
129 37 12
129 39 3
129 88 639
129 163 4
129 584 2
129 707 9
130 78 2
130 368 10
130 520 3
130 528 35
130 532 7
130 540 8
130 675 10
130 772 2
131 581 2
132 6 20
132 17 6
132 94 2
132 137 11
132 516 26
132 713 2
132 916 5
132 957 2
133 23 2
133 138 13
133 614 2
134 84 2
134 208 2
134 377 5
134 516 17
134 768 449
135 544 2
136 21 7
136 39 2
136 81 2
136 482 25267
136 610 6
136 657 21
136 684 12
136 831 79
137 148 2
137 259 33
137 325 25
137 778 3
138 266 221
138 415 7403
138 902 9
139 87 21
139 426 12
139 865 19
140 72 6
140 135 2
140 143 2
140 464 2
140 724 5
140 776 2
141 2 531
141 521 13
141 954 7
143 187 133
143 286 4
143 642 7
144 18 2
144 68 22
144 248 2
144 257 31
144 418 2
144 433 51
144 520 20
144 800 7
145 1 5
145 2 33
145 94 16
145 216 2
145 273 3
145 513 2
145 576 2
146 69 2
146 146 5
146 396 2
146 910 8
147 513 2
147 522 230
148 24 5
148 130 66
148 139 2
148 278 21
148 464 2
148 515 2
148 912 2
149 20 2
149 633 5
149 649 11
150 141 67
150 160 2
150 656 3
151 102 7
151 207 2
151 250 2
153 151 2
153 171 2
153 598 2
153 961 2
156 54 631
156 133 7
156 521 85
157 404 2
158 104 2
159 526 9
160 34 5
160 144 7
160 452 6
160 644 4
160 801 6
161 21 2
161 40 2
161 326 2
161 376 3
161 524 16
161 576 2
161 717 2
161 898 2
162 160 2
162 290 23
162 306 4
162 517 635
163 227 4
163 361 3
163 601 2
164 34 2
164 38 4
164 87 3
164 264 6
164 280 9
164 329 2
164 636 7
164 646 4
165 141 23
166 686 8
167 289 10
167 384 2
167 712 80
168 52 2
168 67 6
168 68 5
168 480 2
169 514 2
171 144 2
171 810 4
172 8 2
172 32 63
172 569 3
172 664 2
173 261 3
174 493 2
174 582 4
175 863 2
176 32 2
176 137 3
176 270 4
176 273 11
176 864 2
176 916 2
176 932 2
177 128 2
177 280 4
177 560 21
177 611 10
177 744 2
178 100 2
178 144 15
178 580 2
178 797 6
179 429 2
180 19 2
180 152 29
180 973 2
181 331 2
181 768 5
181 964 2
182 672 2
182 728 370
184 141 4
184 161 4
184 664 3
185 5 4
185 42 2
185 391 2
186 272 6
186 582 5
187 800 2
188 4 2
188 199 12
192 43 2
192 52 14
192 72 3
192 177 13
192 388 2
192 392 2
192 713 2
192 898 5
192 904 3
192 999 7
193 8 17
193 28 2
193 120 472
193 131 3
193 162 2
193 422 3
193 718 2
193 775 87
194 321 6
194 592 2
196 81 3
196 286 274
196 377 126
197 297 5
197 611 2
197 769 3
198 3 3
198 196 4
198 812 55
200 445 18
200 577 2
200 924 4
201 39 7
201 98 2
201 140 2
202 11 2
203 654 2
204 520 10
205 457 2
206 80 2
206 530 2
208 12 2
208 14 3
208 88 70
208 534 2
209 55 2
209 564 2
210 1 2
210 882 3
212 34 2
212 69 4
212 112 2
212 262 2
212 285 3
212 673 11
213 64 2
214 369 2
216 138 2
218 86 2
219 389 40
220 176 2
220 658 11
222 532 2
222 852 9
225 316 2
225 948 2
226 35 7
226 157 2
227 336 8
227 592 16
227 838 4
228 32 381
228 294 2
231 261 4
231 290 11
232 5 2
232 65 2
232 80 2
232 130 53
232 480 11
233 212 2
233 912 2
233 973 47
234 848 7
235 281 11
235 645 15
237 91 3
238 620 7
239 370 2
239 560 72
240 66 85
240 799 26
240 914 12
241 245 2
242 156 3
244 356 81
246 64 2
248 290 5
248 557 4
248 902 2
253 636 7
256 1 65
256 5 22
256 68 2
256 69 88
256 97 176
256 160 31
256 212 36
256 243 2
256 262 2
256 312 2
256 344 8
256 416 2
256 512 13
256 522 2
256 705 3
256 764 2
256 772 8
256 904 2
256 992 20
257 0 2
257 156 4
257 268 53
257 272 5
257 544 9
257 680 7
257 806 1091
257 920 3344
257 945 10
258 24 7
258 34 3
258 36 5
258 265 4
258 673 3
258 880 3
259 7 2
259 165 3
259 226 37
259 268 6
259 327 2
260 131 9
260 295 3
260 522 2
260 545 4
260 678 2
260 978 25
261 8 2
261 67 2
261 72 2
261 356 2
261 672 52
261 995 43729
262 134 2
262 193 2
262 256 11
262 906 2
264 1 10
264 4 2
264 296 10
264 320 16
265 264 2
265 339 7
265 632 2
266 11 134
266 56 3
266 242 13
266 272 8
266 326 19
266 336 3
266 504 2
267 523 2
268 12 104
268 34 2
268 177 13
268 192 2
268 512 7
268 524 21
268 577 15
269 444 2
269 640 2
270 532 2
270 642 9
272 41 3
272 162 2
272 225 2
272 234 2
272 280 4
272 378 2
272 520 6
272 554 2
272 640 4
272 684 3
272 899 2
273 47 2
273 693 2
273 809 2
273 903 5
274 98 12472
274 334 2
275 4 4
275 16 4
275 116 771357
275 133 3
275 401 3
275 485 5
276 538 2
276 661 2
277 8 9
277 128 5
277 385 2
279 18 2
279 901 5
280 36 2
280 82 29
280 674 5
281 101 3
282 136 111
282 576 851
282 717 3
282 787 7
283 35 94
283 514 115
285 104 2
286 832 8
287 448 2
287 802 1002
288 47 12
288 50 4
288 132 2
288 224 2
288 292 2
288 545 60
288 776 85
289 36 3
289 156 2
289 345 3
289 468 2
289 472 9
289 753 4
289 788 7
290 0 21
290 328 2
290 388 2
291 32 2
291 610 5
291 768 569
291 967 15
292 19 2
292 134 2
292 162 10
292 524 20
292 593 4
293 256 30
293 960 2
294 27 13
294 742 2
294 864 3
296 57 13
296 84 2
296 131 7
296 231 2
296 260 8
296 288 7
296 336 2
296 409 16
296 516 8
297 167 72
297 325 6
297 389 2
297 544 2
297 742 3
298 75 2
298 800 2
299 291 17
300 29 4
300 140 13
301 274 7
301 777 52
303 292 2
304 6 18
304 8 2
304 42 22
304 63 2
304 106 4
304 212 18
304 258 14
304 292 2
305 11 5
305 34 2
305 576 1219
306 36 7
306 550 17
307 514 10
308 21 2
308 583 6
308 640 9
308 832 3
308 848 9
309 77 2
309 774 3
310 44 2
310 936 2
312 514 7
314 156 14
314 376 236
314 518 1554
315 739 2
316 452 4
318 532 2
318 914 61
320 29 527
320 315 7
320 407 2
320 428 2
320 468 2
320 641 2
320 720 5
321 4 2
321 262 17
321 337 5
321 768 14
321 834 2
321 1008 2
322 0 2
322 80 10
322 196 29
322 272 14
322 416 15
322 902 452
323 360 4
323 515 142
324 106 3
324 167 3
324 179 2
324 513 5
324 530 2
325 74 4
325 145 2
325 192 5
325 614 1900
325 720 2
326 11 2
326 32 15
326 116 3
326 280 7
326 443 2
327 675 3
327 698 2
328 45 2
328 853 2
329 35 2
329 836 2
331 512 15
332 456 2
332 643 3
334 265 2
334 288 2
336 100 2
336 576 2
336 632 2
337 352 3
337 833 2
338 33 2
338 160 2
338 169 2
339 42 2
340 704 65
340 763 3
341 576 2
342 168 12
342 272 2
342 536 2
343 475 2
344 676 4
345 32 2
346 11 2
346 89 34
347 11 7
347 149 2
347 313 5
348 128 3
348 395 3
349 12 2
352 409 2
352 419 54
352 514 3
352 680 9
352 860 16
353 138 2
353 389 2
353 684 8
354 25 2
354 836 2
354 969 25
355 134 2
355 634 2
356 800 30
357 433 16
357 641 3
358 168 2
358 197 2
360 555 4
360 732 2
360 784 5
360 810 2
361 266 2
363 162 4
363 424 3
364 740 13
366 657 2
368 49 8
368 738 53
368 925 10
371 112 7
371 705 6
372 352 9
376 193 449
379 333 2
380 339 12
382 562 3
384 6 10
384 156 2
384 168 2
384 312 4
384 332 3
384 423 3
384 481 32
384 531 9
384 571 17
384 597 184
384 692 6
384 841 2
384 962 2
385 213 2
385 513 4
385 563 2
386 64 14
386 158 2
386 160 17
386 206 62
386 275 5
386 846 2
386 849 5
386 912 2
387 147 2
387 297 2
387 1016 16
388 332 10
389 596 5
390 566 2
391 8 4
391 461 3
392 38 2
392 336 6
392 553 10
393 461 2
393 577 7
394 80 1023
394 590 151
395 4 20
395 558 2
395 647 18
396 6 2
396 454 2
396 536 8
396 546 7
396 777 11
396 915 7
396 960 7
397 132 22
397 305 6
397 518 6
398 943 9
399 9 3
400 10 26
401 16 12
401 58 4
401 277 9
401 284 5
401 932 8
402 68 14
402 80 3
402 769 29
403 20 2
403 98 3
404 209 5
404 298 2
405 160 4
406 677 2
407 591 21
408 66 2
408 405 4
409 66 21
409 417 15
409 888 3
410 520 2
411 20 2
412 6 2
413 640 9
414 932 3
416 52 2
416 292 2
416 531 2
416 832 3
417 577 2
418 16 393
419 62 3
420 32 2
420 288 77
420 538 126
420 545 2
421 400 3
422 736 3
423 384 3
423 651 30
424 481 3
425 161 134971
425 261 4
425 746 2
425 776 14
426 644 2
427 580 2
428 194 2
428 880 4
430 203 8
433 24 14
433 197 3
433 398 7
434 734 4
436 597 2
436 641 6
437 2 3
441 21 2
442 146 2
442 691 2
444 769 2
448 92 9
448 513 3
452 48 4
452 488 7
452 512 2
452 513 3
453 368 2
453 661 2
454 9 2
454 437 4
454 634 10
455 640 14
456 105 369
456 367 11
456 376 6
456 774 2
458 743 2
460 197 19
460 462 2
460 566 2
461 625 19
461 901 5
462 516 2
462 641 24
463 916 8
464 265 17
464 928 2
465 531 9
465 761 2
465 902 2
467 211 2
469 425 2
470 713 2
472 226 37
472 256 13
472 801 53
473 6 3624
473 600 4
473 800 12
476 775 2
480 0 2
480 665 16
480 928 2
482 208 24
482 285 7
483 276 25
483 555 2
485 134 2
488 3 2
488 269 5
488 334 4
488 565 2
489 64 1029
491 112 5
496 433 3
496 978 2
504 267 5
505 332 5
512 1 22
512 5 9
512 36 3
512 52 8
512 96 2
512 153 16
512 173 17
512 266 2
512 420 2
512 438 4
512 453 5
512 514 2
512 522 135
513 5 7
513 42 2
513 47 7
513 65 13
513 112 16
513 304 5
513 315 6
513 340 2
513 548 51
513 640 2
513 644 443
514 4 6
514 11 2
514 36 6
514 160 2
514 401 444
514 452 15
514 522 215
514 780 5
515 157 2
515 273 56
516 33 2
516 69 5
516 72 22
516 169 126002
516 385 2
516 605 245
516 779 103
517 0 2687
517 3 9
517 34 2
517 177 9
517 233 2
517 281 18
517 525 2
517 534 16
517 672 2
517 676 12
518 0 2
518 66 2
519 517 5
519 944 18
519 967 7
520 9 24
520 164 6
520 328 9
520 436 2
520 785 2
520 812 2096
520 896 2
521 81 2
521 131 2
521 229 8
521 450 2
521 546 3
521 560 8
522 121 73
522 234 3
522 549 9
522 652 2
523 650 2
524 159 4
524 173 2
524 520 23
525 134 2
525 820 12
526 776 2
527 36 2
527 713 2
528 10 2
528 33 2
528 36 6
528 97 2
528 144 2
528 156 5996
528 171 2
528 344 7
528 406 2
528 512 4
528 580 2
528 611 2
528 720 6
528 801 2
529 16 5
529 148 2
529 423 2
529 517 2
529 520 7
529 836 10
530 20 2
530 86 6
530 278 6
530 522 2
530 696 3
532 11 18
532 134 2
532 292 8
532 550 3
532 853 2
533 5 5
533 37 2
533 787 9
534 6 9
534 786 1785
534 928 326
535 10 2
536 10 2
536 244 2
536 412 11
536 687 2
536 902 3
537 99 2
537 138 2
537 257 2
537 478 12
538 74 7
540 256 290
540 481 3
541 344 4
541 793 12
544 6 2
544 21 2
544 160 9
544 401 9
544 416 27
544 429 2
544 551 5
544 597 2
545 209 2
545 226 7
545 520 2
545 914 5
546 2 3
546 263 2
546 612 2
546 650 2
546 758 3
546 900 2
547 265 4
547 427 2
547 577 2
548 169 17
548 577 6
548 586 140
549 68 7
549 97 2
549 146 3
549 647 4
550 36 23
550 649 4
550 800 2
551 4 15
551 40 4
551 89 46
552 640 9
552 656 3
553 36 248
554 137 2
554 296 2
555 52 2
556 409 2
557 6 2
557 15 9
557 370 2
557 400 11
557 512 7
557 557 7
557 938 2
559 557 2
560 18 2
560 32 5
560 96 4
560 104 42
560 168 2
560 354 2
561 444 8
561 521 1114
561 786 2
561 993 2
562 162 2
562 977 56
563 20 2
564 28 2
564 656 2
564 659 2
565 105 2
566 4 15
566 132 167
567 793 18
569 385 3
571 457 673
572 36 3
572 257 13
572 370 2
573 797 5
573 886 2
574 533 7
574 696 2
576 19 5
576 133 51
576 193 2
576 228 7
576 371 28
576 525 2
576 547 3
577 72 4
577 222 2
577 292 2
577 401 17
577 577 2
578 26 21
578 96 3
578 120 6
578 136 6
578 554 2
578 572 2
578 575 2
579 80 2
579 621 9
580 64 13
580 507 13
580 528 21
580 598 242
582 633 4
584 432 17
584 833 89
585 64 27
585 208 4
585 354 2
586 64 7
587 608 5
589 389 3
590 276 2
590 520 2
590 788 2
592 4 12
592 148 10
592 528 3
592 566 5
592 585 2
592 856 19
593 429 3
595 58 2
595 557 7
596 11 2
596 33 9
596 154 26
596 385 7
597 387 7
599 92 7
599 176 2648
600 562 7
600 575 12
601 335 2
601 431 2
602 480 2
604 913 2
604 1006 25
605 80 2
606 281 747
606 807 2
607 288 2
607 393 241
608 185 2
608 522 13
608 648 3
609 210 3
609 225 2
609 526 2
609 768 2
610 24 6
611 125 5
612 170 3
612 534 2
613 840 2
614 936 2
616 81 13
616 450 2
616 806 37
617 374 7
617 908 22
618 70 5
618 1004 21
619 76 3
619 140 3
619 231 2
621 293 2
623 1000 2
624 579 2
625 5 6
625 530 2
626 8 3
626 104 2
627 418 3
627 977 5
629 528 8
631 24 2
632 18 15
637 73 6
638 161 163
640 4 2
640 6 2
640 160 7
640 181 4
640 246 56
640 258 2
640 369 2
640 421 3
640 525 632
640 584 12
640 659 2
640 732 2
640 938 11
640 952 74
641 192 11
642 562 3
642 724 45
643 73 2
644 48 5
644 387 33
644 660 2
644 756 33
644 769 2
645 4 3
645 25 25
645 548 315
645 963 8
646 289 193847
646 388 2
648 76 3
648 98 2
648 301 9
648 369 14
648 512 29
648 694 5
648 769 5
650 953 24
651 290 2
652 257 10
652 594 3
654 129 12
655 384 5
655 761 2
656 3 2
656 259 34233
656 278 2
656 370 2
656 833 6
657 79 3
658 10 2
658 640 2
660 52 2
660 69 2
660 85 8
661 244 6
661 608 31
662 374 35
664 16 24
664 205 4
664 539 237
665 3 37
665 260 7
667 587 3
668 163 13
668 749 6
670 515 2
672 1 2
672 64 2
672 129 2
672 514 3
672 608 3
672 717 28
673 656 34
674 288 3
674 401 75
674 672 5
675 257 13
675 470 2
676 52 42
677 641 6
678 237 11
679 556 2
680 39 10
680 105 12
680 450 2
680 540 19
681 6 10
681 33 3
682 14 10
682 156 3
683 278 30
686 426 4
686 593 3
688 385 2
689 80 3
690 110 1472
691 12 2
692 260 21
693 397 3
694 6 15
694 768 3
694 931 12
695 517 4
696 885 5
700 18 2
700 229 4
700 864 8
701 34 4
701 941 2
704 34 2
704 76 2
704 135 13
704 292 24
704 370 230348
704 514 2
704 673 2
705 596 2
705 854 2
706 17 3
706 161 2
706 460 18
706 732 2
708 108 2
709 325 2
709 354 17
709 644 2
710 2 2
711 19 9
712 141 2
712 283 2
712 294 2
712 862 2
713 593 2
713 837 2
716 98 4
716 339 2
716 649 4
716 842 2
720 7 2
720 144 3
721 0 5
721 104 5
721 323 2
721 584 2
722 82 24
722 100 5
722 104 3
722 258 2
722 393 2
722 398 8
722 464 2
724 20 3
724 596 2
725 44 3
725 65 5
726 322 34
727 200 53
728 227 2
728 350 4
728 712 7
729 578 2
730 332 5
732 834 16
737 64 7
737 288 13
737 610 8
738 970 2
740 235 2
740 778 20
740 801 15
741 45 4
741 260 4792
743 787 10
744 124 7
744 280 3
746 386 6
752 261 2
752 494 691
752 786 8
754 32 1681
759 130 2
760 257 2
760 300 8
761 435 66
763 668 2
765 513 2
768 226 2
768 326 2
768 502 69
768 608 2
768 736 4
768 926 2
769 34 3
769 277 4
769 350 2
769 640 5
769 773 22
770 67 2
770 211 12
770 515 5
771 800 2
772 0 6
772 32 3
772 130 3
773 1 8
774 8 8
774 936 6
775 48 2
775 921 2
776 101 9
776 586 2
776 697 17
777 6 2
777 84 3
777 200 5
777 318 2
777 539 2
777 554 5
777 608 5
778 330 2
778 389 18
778 707 12
780 16 4
780 193 2
780 707 2
780 901 197
781 222 22
781 496 31
782 405 26
784 514 576
784 549 19
784 569 3
784 604 28
784 634 2
784 841 11
785 45 2
785 257 12
786 142 6
786 521 19
786 576 2
786 914 2
787 199 2
788 25 2
788 324 2
788 332 55
792 16 9
792 274 4
792 540 2
792 594 2
795 422 10
798 776 2
799 433 7
800 9 5
800 45 2
800 73 2
800 97 2
800 824 2
801 34 2
801 312 2
801 592 2
801 642 33
802 660 2
804 0 2
804 104 2
805 387 7
805 781 22
806 43 4
806 134 865
806 326 3
806 480 10
808 302 2
808 526 2
808 777 2
808 937 3
808 945 4
810 17 2
810 394 3
810 416 7
814 161 2
814 264 2
814 523 17
814 905 2
816 18 17
816 24 4
818 253 2
819 538 2
824 392 21
824 609 9
824 978 154
828 592 2
830 356 5
832 16 1003
832 21 2
832 30 11
832 281 16
832 304 5
832 328 9
832 427 18
833 147 4
833 999 3
834 32 42
834 104 6
834 912 17
835 392 241
835 583 4
836 86 6
836 388 2
836 485 4
839 21 14
840 96 5
840 106 9
840 545 2
840 800 8
841 32 6
841 370 3
842 132 7
843 939 90
844 584 2
845 561 2
845 624 6
848 90 5
848 188 1681
848 313 10
848 391 14
848 899 3
849 792 2
849 1018 2
850 308 3
850 776 4
851 195 2
852 2 2
852 64 2
852 72 13
852 824 6
856 256 8
857 42 2
862 130 2
863 516 2
864 786 2
866 260 18
867 998 3
870 6 2
870 68 7
871 264 201
872 50 2
872 165 2
873 9 2
874 360 3360
878 258 2
882 42 44
882 778 2
884 802 8
894 392 5
895 603 17
896 868 2
897 115 2
897 523 5
898 336 11
899 537 6
900 4 2
900 313 2
902 131 18
902 420 2
904 112 5
904 231 2
904 888 4
904 929 2
905 12 25031
905 196 3
905 248 12
905 540 2
905 572 2
906 137 4
906 194 2
906 210 7
906 328 10
910 614 2
911 10 3
911 896 2
912 2 5
912 85 2
912 129 9
912 388 2
914 216 8
914 669 2
914 776 4
914 968 18
915 431 2848
916 742 2
916 777 13
917 912 2
918 0 2
920 200 3
921 272 6
922 8 18
924 196 2
927 190 2
928 64 4
928 384 14
928 516 2
928 518 5
929 257 2
929 316 3
930 720 29
931 230 2
931 657 2
932 783 7
933 657 4
934 94 2
938 261 2
938 316 2
938 552 9
944 756 6693
945 456 4
946 205 19024
947 568 2
948 9 233
952 37 23
953 905 4
954 22 2
956 846 4
961 131 5
961 291 10
961 333 2
961 472 2
961 481 2
963 130 12
965 937 6
966 29 2
966 192 6
966 197 6
966 555 3
968 51 47
968 360 2
969 313 2
969 769 2
971 566 17
975 205 3
976 321 2
977 22 7
977 34 11
977 549 2
978 817 9
984 324 103
984 483 9
987 962 4304
988 366 2
990 35 2
996 36 2
996 836 2
998 127 2
998 179 3
1000 260 2
1001 286 62
1002 652 2
1002 912 17
1003 684 11
1004 129 43
1011 36 4
1013 316 5
1018 358 2
1020 385 7
